FAT_YEARMONTH,FAT_DAY,FAT_TIME,FATALITY_ID,EVENT_ID,FATALITY_TYPE,FATALITY_DATE,FATALITY_AGE,FATALITY_SEX,FATALITY_LOCATION,EVENT_YEARMONTH
201608,12,0,31519,656004,"D","08/12/2016 00:00:00",44,"F","Vehicle/Towed Trailer",201608
201608,12,0,31504,656315,"I","08/12/2016 00:00:00",1,"M","Vehicle/Towed Trailer",201608
201608,13,0,31498,656570,"D","08/13/2016 00:00:00",57,"F","Vehicle/Towed Trailer",201608
201608,19,0,31423,656623,"D","08/19/2016 00:00:00",62,"M","Vehicle/Towed Trailer",201608
201608,12,0,31506,656655,"D","08/12/2016 00:00:00",59,"M","Outside/Open Areas",201608
201608,12,0,31505,656655,"D","08/12/2016 00:00:00",49,"M","Vehicle/Towed Trailer",201608
201610,20,0,31469,656869,"D","10/20/2016 00:00:00",63,"M","Permanent Home",201610
201610,3,0,31470,656910,"I","10/03/2016 00:00:00",,"F","Outside/Open Areas",201610
201610,31,0,31524,658899,"I","10/31/2016 00:00:00",21,"M","Vehicle/Towed Trailer",201610
201610,11,0,31532,659260,"D","10/11/2016 00:00:00",10,"M","Vehicle/Towed Trailer",201610
201610,7,0,31534,659397,"D","10/07/2016 00:00:00",55,"F","Mobile/Trailer Home",201610
201610,15,0,31567,660858,"D","10/15/2016 00:00:00",38,"M","In Water",201610
201610,7,0,31586,661497,"I","10/07/2016 00:00:00",58,"F","Permanent Home",201610
201610,7,0,31587,661497,"I","10/07/2016 00:00:00",82,"M","Permanent Home",201610
201610,7,0,31588,661497,"I","10/07/2016 00:00:00",90,"M","Permanent Home",201610
201610,7,0,31589,661497,"I","10/07/2016 00:00:00",90,"F","Permanent Home",201610
201610,10,0,31591,661648,"I","10/10/2016 00:00:00",87,"M","Outside/Open Areas",201610
201610,10,0,31593,661648,"I","10/10/2016 00:00:00",47,"M","Outside/Open Areas",201610
201610,10,0,31592,661648,"I","10/10/2016 00:00:00",9,"M","Permanent Home",201610
201610,7,0,31590,661648,"D","10/07/2016 00:00:00",63,"F","Under Tree",201610
201610,14,0,31594,661648,"I","10/14/2016 00:00:00",52,"M","Under Tree",201610
201611,17,0,31602,661928,"I","11/17/2016 00:00:00",44,"M","Heavy Equipment/Construction",201610
201610,8,0,31640,662031,"D","10/08/2016 00:00:00",,"M","Vehicle/Towed Trailer",201610
201610,16,0,31620,662592,"D","10/16/2016 00:00:00",13,"M","In Water",201610
201610,29,0,31624,662961,"I","10/29/2016 00:00:00",31,"M","Vehicle/Towed Trailer",201610
201610,8,0,31778,663094,"D","10/08/2016 00:00:00",22,"M","In Water",201610
201610,8,0,31724,663368,"I","10/08/2016 00:00:00",30,"M","Vehicle/Towed Trailer",201610
201610,9,0,31728,663369,"D","10/09/2016 00:00:00",51,"M","Outside/Open Areas",201610
201610,9,0,31725,663369,"D","10/09/2016 00:00:00",19,"F","Vehicle/Towed Trailer",201610
201610,9,0,31726,663369,"D","10/09/2016 00:00:00",30,"M","Vehicle/Towed Trailer",201610
201610,9,0,31727,663369,"D","10/09/2016 00:00:00",67,"M","Vehicle/Towed Trailer",201610
201611,29,0,31722,663378,"I","11/29/2016 00:00:00",40,"M","Heavy Equipment/Construction",201610
201610,12,0,31721,663378,"I","10/12/2016 00:00:00",63,"M","Other",201610
201610,9,0,31719,663378,"D","10/09/2016 00:00:00",81,"F","Vehicle/Towed Trailer",201610
201610,9,0,31720,663378,"D","10/09/2016 00:00:00",53,"M","Vehicle/Towed Trailer",201610
201610,8,0,31729,663379,"I","10/08/2016 00:00:00",30,"M","Vehicle/Towed Trailer",201610
201610,9,0,31734,663380,"D","10/09/2016 00:00:00",54,"M","Vehicle/Towed Trailer",201610
201610,9,0,31735,663380,"D","10/09/2016 00:00:00",47,"F","Vehicle/Towed Trailer",201610
201610,9,0,31732,663526,"D","10/09/2016 00:00:00",65,"M","Vehicle/Towed Trailer",201610
201610,9,0,31733,663526,"D","10/09/2016 00:00:00",51,"F","Vehicle/Towed Trailer",201610
201610,9,0,31723,663538,"D","10/09/2016 00:00:00",74,"M","Unknown",201610
201610,9,0,31757,664042,"D","10/09/2016 00:00:00",53,"M","In Water",201610
201610,20,0,31760,664079,"D","10/20/2016 00:00:00",31,"M","In Water",201610
201610,20,0,31761,664079,"D","10/20/2016 00:00:00",27,"F","In Water",201610
201610,9,0,31762,664114,"D","10/09/2016 00:00:00",75,"M","Vehicle/Towed Trailer",201610
201608,13,0,31523,656856,"D","08/13/2016 00:00:00",57,"M","Outside/Open Areas",201608
201608,13,0,31520,656856,"D","08/13/2016 00:00:00",58,"M","Vehicle/Towed Trailer",201608
201608,13,0,31521,656856,"D","08/13/2016 00:00:00",63,"F","Vehicle/Towed Trailer",201608
201602,4,0,30122,610900,"I","02/04/2016 00:00:00",41,"M","Outside/Open Areas",201602
201602,2,0,29788,611167,"D","02/02/2016 00:00:00",23,"M","Outside/Open Areas",201602
201602,5,0,29789,611168,"D","02/05/2016 00:00:00",58,"M","Outside/Open Areas",201602
201602,13,0,29818,611703,"I","02/13/2016 00:00:00",50,"M","Vehicle/Towed Trailer",201602
201602,13,0,29819,611703,"I","02/13/2016 00:00:00",54,"F","Vehicle/Towed Trailer",201602
201602,13,0,29820,611703,"I","02/13/2016 00:00:00",57,"F","Vehicle/Towed Trailer",201602
201602,21,0,29947,612511,"D","02/21/2016 00:00:00",30,"M","Outside/Open Areas",201602
201602,23,0,30109,613449,"D","02/23/2016 00:00:00",59,"M","Mobile/Trailer Home",201602
201602,23,0,30110,613449,"D","02/23/2016 00:00:00",51,"M","Mobile/Trailer Home",201602
201602,19,0,29932,613659,"D","02/19/2016 00:00:00",36,"M","Outside/Open Areas",201602
201602,1,0,29935,614190,"I","02/01/2016 00:00:00",,"","Vehicle/Towed Trailer",201602
201602,1,0,29936,614190,"I","02/01/2016 00:00:00",,"","Vehicle/Towed Trailer",201602
201602,14,0,29937,614266,"D","02/14/2016 00:00:00",38,"M","Boating",201602
201602,24,0,29940,614269,"D","02/24/2016 00:00:00",76,"M","Boating",201602
201602,4,0,30059,614449,"D","02/04/2016 00:00:00",62,"F","Outside/Open Areas",201602
201602,1,0,29983,615978,"I","02/01/2016 00:00:00",46,"F","Vehicle/Towed Trailer",201602
201602,1,0,29984,615978,"I","02/01/2016 00:00:00",42,"M","Vehicle/Towed Trailer",201602
201602,18,0,29986,615982,"I","02/18/2016 00:00:00",56,"M","Vehicle/Towed Trailer",201602
201602,27,0,29996,616172,"D","02/27/2016 00:00:00",50,"M","Outside/Open Areas",201602
201602,23,0,30055,616788,"D","02/23/2016 00:00:00",73,"M","Mobile/Trailer Home",201602
201602,13,0,30049,618350,"I","02/13/2016 00:00:00",47,"M","Vehicle/Towed Trailer",201602
201602,13,0,30050,618350,"I","02/13/2016 00:00:00",35,"M","Vehicle/Towed Trailer",201602
201602,24,0,30057,618535,"I","02/24/2016 00:00:00",57,"M","Vehicle/Towed Trailer",201602
201608,29,0,31495,657939,"D","08/29/2016 00:00:00",26,"M","Outside/Open Areas",201608
201602,5,0,30067,619687,"D","02/05/2016 00:00:00",48,"M","Under Tree",201602
201602,5,0,30068,619687,"D","02/05/2016 00:00:00",6,"F","Under Tree",201602
201608,3,0,31502,658361,"I","08/03/2016 00:00:00",11,"F","In Water",201608
201608,3,0,31503,658361,"I","08/03/2016 00:00:00",37,"F","In Water",201608
201608,21,0,31517,658547,"D","08/21/2016 00:00:00",21,"F","Outside/Open Areas",201608
201602,22,0,30120,622181,"D","02/22/2016 00:00:00",,"M","Unknown",201602
201602,23,0,30121,622203,"D","02/23/2016 00:00:00",51,"M","In Water",201602
201602,24,0,30128,622670,"D","02/24/2016 00:00:00",,"M","In Water",201602
201602,8,0,30134,623305,"D","02/08/2016 00:00:00",27,"F","Outside/Open Areas",201602
201604,27,0,30135,623339,"D","04/27/2016 00:00:00",36,"M","Heavy Equipment/Construction",201604
201607,12,0,31151,649245,"D","07/12/2016 00:00:00",84,"M","Vehicle/Towed Trailer",201607
201607,21,0,31304,641438,"D","07/21/2016 00:00:00",39,"F","Camping",201607
201607,21,0,31305,641438,"D","07/21/2016 00:00:00",13,"M","Camping",201607
201607,11,0,31306,635674,"D","07/11/2016 00:00:00",56,"M","Unknown",201607
201607,14,0,31485,653540,"D","07/14/2016 00:00:00",82,"M","Vehicle/Towed Trailer",201607
201612,16,0,32907,669430,"D","12/16/2016 00:00:00",,"","Vehicle/Towed Trailer",201612
201612,16,0,32908,669430,"D","12/16/2016 00:00:00",,"","Vehicle/Towed Trailer",201612
201605,17,0,30295,635450,"D","05/17/2016 00:00:00",67,"M","In Water",201605
201605,17,0,30296,635450,"D","05/17/2016 00:00:00",66,"M","In Water",201605
201605,28,0,33472,704162,"D","05/28/2016 00:00:00",32,"M","Heavy Equipment/Construction",201605
201611,19,0,33485,705814,"D","11/19/2016 00:00:00",,"M","Boating",201611
201611,19,0,33486,705814,"D","11/19/2016 00:00:00",,"M","Boating",201611
201608,15,0,33489,705817,"D","08/15/2016 00:00:00",,"","Boating",201608
