YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201608,107089,642480,1,5,"SW","LONDON",37.0788,-84.1442,374728,848652
201608,107089,642481,1,1.55,"SE","SIDELL",37.1869,-83.7972,3711214,8347832
201608,107089,642481,2,1.61,"SE","SIDELL",37.1829,-83.8001,3710974,8348006
201608,107089,642481,3,1.95,"SE","SIDELL",37.1827,-83.792,3710962,8347520
201608,107089,642481,4,1.84,"ESE","SIDELL",37.1868,-83.791,3711208,8347460
201608,107089,642482,1,1.15,"ESE","HERRON",37.1467,-83.7795,378802,8346770
201608,107089,642482,2,1.17,"WNW","HORSE CREEK",37.1572,-83.7693,379432,8346158
201608,107089,642482,3,1.07,"WNW","HORSE CREEK",37.1569,-83.7674,379414,8346044
201608,107089,642482,4,1.22,"W","HORSE CREEK",37.1472,-83.772,378832,8346320
201608,107089,642483,1,1.28,"SSW","BEVERLY",36.9127,-83.5386,3654762,8332316
201608,107089,642483,2,1.3,"SSW","BEVERLY",36.9134,-83.5412,3654804,8332472
201608,107089,642483,3,.63,"WSW","BEVERLY",36.9256,-83.54,3655536,8332400
201608,107089,642483,4,.45,"SW","BEVERLY",36.9248,-83.5349,3655488,8332094
201608,107089,642484,1,.05,"NE","JACKSON",37.5506,-83.3794,3733036,8322764
201608,107089,642484,2,.09,"NE","JACKSON",37.5511,-83.379,3733066,8322740
201608,107089,642484,3,.46,"NNW","JACKSON",37.5556,-83.3845,3733336,8323070
201608,107089,642484,4,.44,"NW","JACKSON",37.5548,-83.3853,3733288,8323118
201609,108086,647629,1,1.04,"SW","REESE VLG",33.5883,-102.0314,3335298,1021884
201608,107378,647828,1,1.29,"ENE","MARIETTA AFS",40.0774,-76.5476,404644,7632856
201608,107378,647829,1,5.27,"SW","ROARING CREEK",40.8765,-76.5029,4052590,7630174
201608,107378,647830,1,.93,"SSE","SANDY RIDGE",40.8082,-78.2214,4048492,7813284
201608,107378,647831,1,1.09,"ESE","WEST MOSHANNON",40.8233,-78.351,4049398,7821060
201608,107378,647832,1,.88,"NW","DAVIDSVILLE",40.2371,-78.9439,4014226,7856634
201608,107378,647833,1,.6,"WSW","ADDISON",39.7478,-79.341,3944868,7920460
201608,107378,647834,1,1.23,"SW","WOODYCREST",40.8062,-77.8947,4048372,7753682
201608,107378,647835,1,2,"S","FLORIN",40.091,-76.5197,405460,7631182
201608,107378,647836,1,.48,"SW","CARDIFF",40.4945,-78.8355,4029670,7850130
201608,107378,647837,1,0,"N","JOHNSTOWN",40.33,-78.92,4019800,7855200
201608,107378,647838,1,1.71,"NE","MARION",39.8686,-77.6788,3952116,7740728
201608,107379,643836,1,.69,"S","MIDDLEVILLE",41.04,-74.88,412400,7452800
201608,107379,643837,1,3.46,"NW","FIVE PTS",41.12,-74.91,417200,7454600
201608,107379,643838,1,1.04,"E","MONTAGUE",41.3,-74.78,4118000,7446800
201608,107382,643849,1,.99,"WSW","DECATUR",34.6129,-86.9951,3436774,8659706
201608,107382,643849,2,1.19,"SSW","DECATUR",34.6053,-86.991,3436318,8659460
201608,107382,643849,3,.92,"SSW","DECATUR",34.6073,-86.9849,3436438,8659094
201608,107382,643849,4,.56,"SW","DECATUR",34.6144,-86.987,3436864,8659220
201608,107394,643873,1,0,"N","(GFA)MALMSTROM AFB",47.5,-111.17,4730000,11110200
201608,107394,643874,1,5,"SSE","MONARCH",47.0331,-110.8093,471986,11048558
201608,107394,643876,1,3,"SE","GEYSER",47.2193,-110.4548,4713158,11027288
201608,107394,643877,1,10,"S","GERALDINE",47.4853,-110.25,4729118,11015000
201608,107394,643878,1,3,"NE","WINIFRED",47.5807,-109.3245,4734842,10919470
201608,107394,643879,1,0,"N","GREAT FALLS",47.52,-111.3,4731200,11118000
201608,107394,643882,1,4,"W","HAVRE",48.55,-109.7675,4833000,10946050
201608,107394,644417,1,18,"NE","ROY",47.5142,-108.6577,4730852,10839462
201608,107395,643883,1,0,"N","CLANCY",46.47,-111.98,4628200,11158800
201608,107395,643884,1,4,"NNW","WINSTON",46.4835,-111.8122,4629010,11148732
201608,107395,643885,1,7,"W","WHITEHALL",45.87,-112.2455,4552200,11214730
201608,107395,643886,1,8,"W","TOWNSEND",46.32,-111.6877,4619200,11141262
201608,107395,643887,1,11,"E","TOWNSEND",46.32,-111.2895,4619200,11117370
201608,107395,643888,1,5,"SW","WINDHAM",47.0288,-110.2051,471728,11012306
201608,107395,643889,1,1,"NW","SUNBURST",48.8902,-111.9156,4853412,11154936
201608,107395,643890,1,8,"NW","WHITLASH",49.0019,-111.3747,49114,11122482
201608,107395,643891,1,16,"ENE","SUNBURST",48.9686,-111.5744,4858116,11134464
201608,107396,643892,1,20,"W","CUTBANK",48.63,-112.758,4837800,11245480
201608,107397,643893,1,0,"N","GREAT FALLS",47.52,-111.3,4731200,11118000
201608,107397,643894,1,4,"WNW","BELT",47.4022,-111.009,4724132,111540
201608,107398,644382,1,5.56,"NW","GREAT FALLS",47.586,-111.3684,4735160,11122104
201608,107398,644382,2,4.92,"ESE","PORTAGE",47.6213,-111.0333,4737278,1111998
201608,107398,644382,3,2.46,"NW","FIFE",47.4747,-111.058,4728482,1113480
201608,106878,657016,1,1.18,"SE","BRAINERD",46.36,-94.18,4621600,9410800
201608,106878,657018,1,2.8,"S","BRAINERD",46.33,-94.19,4619800,9411400
201608,106878,657020,1,.95,"E","WEALTHWOOD",46.37,-93.63,4622200,9337800
201608,106878,657021,1,2.34,"SW","(DLH)DULUTH INTL ARP",46.83,-92.24,4649800,9214400
201608,106878,657022,1,.69,"S","TWIG",46.89,-92.37,4653400,9222200
201608,106878,657023,1,2.93,"WSW","CROMWELL",46.67,-92.94,4640200,9256400
201608,106878,657024,1,.47,"E","BARTLETT",46.92,-92.34,4655200,9220400
201608,106878,657025,1,2.51,"NE","BARTLETT",46.95,-92.32,4657000,9219200
201608,106878,657027,1,4.2,"SE","WOODROW",46.35,-94.03,4621000,941800
201608,106878,657028,1,1.18,"SW","(BRD)WEILAND FLD BRA",46.39,-94.15,4623400,949000
201608,106878,657030,1,.69,"S","BIGFORK",47.74,-93.65,4744400,9339000
201608,106878,657031,1,2.34,"NW","TWIG",46.92,-92.41,4655200,9224600
201608,106878,657032,1,4.48,"NW","BRAINERD",46.42,-94.26,4625200,9415600
201608,106878,657033,1,.48,"W","NISSWA",46.52,-94.29,4631200,9417400
201608,106878,657038,1,7.51,"NE","BENA",47.44,-94.13,4726400,947800
201608,106881,641513,1,1.48,"NNE","ENGLISH",38.65,-85.12,3839000,857200
201608,106881,641513,2,1.34,"NNE","ENGLISH",38.6483,-85.1217,3838898,857302
201608,106881,641513,3,1.33,"NNE","ENGLISH",38.6487,-85.124,3838922,857440
201608,106881,641513,4,1.48,"NNE","ENGLISH",38.6505,-85.1219,3839030,857314
201608,106881,641514,1,.88,"NE","CARROLLTON",38.68,-85.16,3840800,859600
201608,106881,641514,2,.86,"NE","CARROLLTON",38.6795,-85.1596,3840770,859576
201608,106881,641514,3,.8,"NE","CARROLLTON",38.679,-85.1606,3840740,859636
201608,106881,641514,4,.8,"NE","CARROLLTON",38.6793,-85.1609,3840758,859654
201608,106882,641515,1,1.77,"SSE","BRAYTOWN",38.7061,-85.138,3842366,858280
201608,106882,641515,2,1.95,"SSE","BRAYTOWN",38.7039,-85.1362,3842234,858172
201608,106882,641515,3,1.52,"NE","LAMB",38.6941,-85.1585,3841646,859510
201608,106882,641515,4,.47,"S","VEVAY ROBINSON ARPT",38.6933,-85.1991,3841598,8511946
201608,106882,641515,5,.2,"SE","VEVAY ROBINSON ARPT",38.6983,-85.197,3841898,8511820
201608,106884,641521,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201608,106884,641522,1,11.2,"N","CAPE CANAVERAL",28.54,-80.57,2832400,8034200
201608,106914,641701,1,1.34,"WNW","NASH",33.44,-94.15,3326400,949000
201608,106914,641703,1,1.34,"WSW","NASH",33.42,-94.15,3325200,949000
201608,106915,641702,1,0,"N","TEXARKANA",33.43,-94.05,3325800,943000
201608,106915,642286,1,1.29,"ESE","TEXARKANA",33.4212,-94.0303,3325272,941818
201608,106915,642286,2,1.31,"ESE","TEXARKANA",33.4207,-94.0302,3325242,941812
201608,106915,642286,3,1.33,"ESE","TEXARKANA",33.4207,-94.0299,3325242,941794
201608,106915,642286,4,1.31,"ESE","TEXARKANA",33.4212,-94.0299,3325272,941794
201608,106948,641731,1,3.37,"ENE","STUART",27.22,-80.2,2713200,8012000
201608,106948,641732,1,1.51,"SSE","PLAYALINDA BEACH",28.53,-80.77,2831800,8046200
201608,106949,641733,1,1.84,"SE","PONCE INLET",29.08,-80.91,294800,8054600
201608,106949,641734,1,11.2,"N","CAPE CANAVERAL",28.54,-80.57,2832400,8034200
201608,106949,641735,1,3.34,"WNW","CAPE CANAVERAL",28.4,-80.65,2824000,8039000
201608,106949,641736,1,6.97,"NE","CAPE CANAVERAL",28.46,-80.53,2827600,8031800
201608,106978,655796,1,2.21,"NE","MADISON",34.7241,-86.7444,3443446,8644664
201608,106978,655796,2,2.42,"NE","MADISON",34.7243,-86.7394,3443458,8644364
201608,107090,642485,1,1.01,"W","BROAD BOTTOM",37.5284,-82.6183,3731704,8237098
201608,107090,642485,2,.98,"W","BROAD BOTTOM",37.5277,-82.6177,3731662,8237062
201608,107090,642485,3,.89,"W","BROAD BOTTOM",37.5295,-82.6163,3731770,8236978
201608,107090,642485,4,.96,"W","BROAD BOTTOM",37.5294,-82.6174,3731764,8237044
201608,107091,642487,1,.86,"SW","SURRAN",36.7621,-83.7821,3645726,8346926
201608,107091,642487,2,2.7,"SW","SURRAN",36.7389,-83.7996,3644334,8347976
201608,107091,642487,3,2.73,"SW","SURRAN",36.7418,-83.8046,3644508,8348276
201608,107091,642487,4,1.05,"WSW","SURRAN",36.7661,-83.7883,3645966,8347298
201608,107091,642489,1,.96,"NE","SPRUCE PINE",36.9303,-83.4183,3655818,8325098
201608,107091,642489,2,.99,"NNE","SPRUCE PINE",36.9338,-83.4252,3656028,8325512
201608,107091,642489,3,1.28,"NNE","SPRUCE PINE",36.9366,-83.4195,3656196,8325170
201608,107091,642489,4,1.26,"NE","SPRUCE PINE",36.935,-83.417,3656100,8325020
201608,107094,642496,1,3.76,"W","NATCHITOCHES",31.7792,-93.1431,3146752,938586
201608,107139,642645,1,2,"SW","KEATON BEACH",29.7995,-83.6136,2947970,8336816
201608,107140,642647,1,2.83,"SSW","KEATON BEACH",29.78,-83.6,2946800,8336000
201608,107151,642775,1,3.16,"SSE","BELMONT",42.51,-103.33,4230600,10319800
201608,107151,642776,1,0,"N","HEMINGFORD",42.32,-103.07,4219200,1034200
201608,107151,642777,1,10,"E","HEMINGFORD",42.32,-102.8743,4219200,10252458
201608,107151,642782,1,3.83,"ESE","BOX BUTTE RESERVOIR",42.45,-103.08,4227000,1034800
201608,107151,642784,1,4,"SW","SCOTTSBLUFF",41.8291,-103.725,4149746,10343500
201608,107151,642786,1,0,"N","BAYARD",41.76,-103.32,4145600,10319200
201608,107153,642780,1,0,"N","PRAIRIE CENTER",42.51,-104.2,4230600,10412000
201608,107155,642790,1,0,"N","HARTVILLE",42.33,-104.73,4219800,10443800
201608,107155,642791,1,11,"W","CHUGWATER",41.76,-105.0334,4145600,1052004
201608,107156,642793,1,10,"E","CHADRON",42.83,-102.8027,4249800,10248162
201608,107158,642796,1,.41,"NW","LINDEN",42.9249,-90.2745,4255494,9016470
201608,107158,642797,1,1.65,"WSW","MIFFLAN",42.9103,-90.3099,4254618,9018594
201608,107158,642798,1,.86,"NW","MINERAL PT",42.86,-90.19,4251600,9011400
201608,107158,642799,1,1.32,"NNW","HOLLANDALE",42.886,-89.9444,4253160,8956664
201608,107159,642800,1,10.7,"N","CHEYENNE",41.2949,-104.82,4117694,10449200
201609,108086,647630,1,1.64,"WSW","NEW HOME",33.3145,-101.9476,3318870,10156856
201608,107405,643949,2,1.25,"ESE","WILLIAMSBURG",39.0409,-84.0299,392454,841794
201608,107405,643949,3,1.21,"ESE","WILLIAMSBURG",39.041,-84.0307,392460,841842
201608,107405,643949,4,1.24,"SE","WILLIAMSBURG",39.0398,-84.031,392388,841860
201608,107405,643956,1,.89,"ESE","GATH",39.0632,-83.8059,393792,8348354
201608,107405,643956,2,.89,"SE","GATH",39.0606,-83.8088,393636,8348528
201608,107405,643956,3,.95,"SE","GATH",39.0596,-83.8083,393576,8348498
201608,107405,643956,4,1.01,"ESE","GATH",39.0621,-83.8041,393726,8348246
201608,107405,643957,1,1.28,"WNW","FAIRFAX",39.0565,-83.6224,393390,8337344
201608,107405,643957,2,1.43,"WNW","FAIRFAX",39.0582,-83.6244,393492,8337464
201608,107405,643957,3,1.44,"WNW","FAIRFAX",39.0596,-83.6239,393576,8337434
201608,107405,643957,4,1.28,"WNW","FAIRFAX",39.0582,-83.6214,393492,8337284
201608,107405,643958,1,1.38,"N","FIVEMILE",39.12,-83.92,397200,8355200
201608,107405,643958,2,1.39,"N","FIVEMILE",39.1201,-83.9187,397206,8355122
201608,107405,643958,3,1.34,"N","FIVEMILE",39.1194,-83.9187,397164,8355122
201608,107405,643958,4,1.34,"N","FIVEMILE",39.1194,-83.9202,397164,8355212
201608,107405,643959,1,1.12,"S","BLAIRSVILLE",38.984,-84.2836,3859040,8417016
201608,107405,643959,2,1.26,"S","BLAIRSVILLE",38.9819,-84.2829,3858914,8416974
201608,107405,643959,3,1.3,"SSW","BLAIRSVILLE",38.9819,-84.2865,3858914,8417190
201608,107405,643959,4,1.25,"SSW","BLAIRSVILLE",38.9829,-84.2874,3858974,8417244
201608,107405,643959,5,1.16,"SSW","BLAIRSVILLE",38.984,-84.2861,3859040,8417166
201608,107405,643963,1,.82,"SSW","BELFAST",39.0587,-83.5349,393522,8332094
201608,107405,643963,2,.8,"SSW","BELFAST",39.0589,-83.5345,393534,8332070
201608,107405,643963,3,.84,"SSW","BELFAST",39.0583,-83.5341,393498,8332046
201608,107405,643963,4,.86,"SSW","BELFAST",39.0581,-83.5347,393486,8332082
201608,107405,643965,1,1.87,"NE","BLAIRSVILLE",39.0178,-84.2536,391068,8415216
201608,107405,643965,2,1.75,"W","AMELIA",39.0335,-84.2523,392010,8415138
201608,107405,643965,3,.19,"SW","AMELIA",39.0281,-84.2226,391686,8413356
201608,107405,643965,4,1.45,"SSW","AMELIA",39.0124,-84.2346,39744,8414076
201608,107405,643966,1,2.55,"WNW","SINKING SPG",39.09,-83.42,395400,8325200
201608,107405,643966,2,2.51,"WNW","SINKING SPG",39.088,-83.4207,395280,8325242
201608,107405,643966,3,2.61,"WNW","SINKING SPG",39.0881,-83.4227,395286,8325362
201608,107405,643966,4,2.67,"WNW","SINKING SPG",39.0908,-83.4221,395448,8325326
201608,107405,643967,1,.95,"WNW","BELFAST",39.074,-83.547,394440,8332820
201608,107405,643967,2,1.03,"WNW","BELFAST",39.076,-83.5476,394560,8332856
201608,107405,643967,3,.65,"NNW","BELFAST",39.078,-83.5363,394680,8332178
201603,102908,619569,1,.91,"NE","KILLEARN ESTATES",30.52,-84.21,3031200,8412600
201603,102908,619570,1,2.26,"SE","KILLEARN ESTATES",30.49,-84.19,3029400,8411400
201603,102908,619571,1,3.01,"ESE","KILLEARN ESTATES",30.4923,-84.1738,3029538,8410428
201603,102908,619572,1,2.39,"NNE","MONTICELLO",30.57,-83.85,3034200,8351000
201603,102908,619573,1,3.15,"WNW","GREENVILLE",30.4823,-83.6809,3028938,8340854
201603,102908,619574,1,0,"N","GREENVILLE",30.47,-83.63,3028200,8337800
201603,102908,619574,2,0,"N","LEE",30.41,-83.3,3024600,8318000
201603,102908,619575,1,.06,"E","PANACEA-WAKULLA ARPT",29.9801,-84.389,2958806,8423340
201603,102908,619576,1,1.5,"NNE","LEE",30.43,-83.29,3025800,8317400
201603,102909,619508,1,0,"N","NASHVILLE",31.2,-83.25,3112000,8315000
201603,102909,619509,1,2.47,"WSW","LAINGKAT",30.7,-84.52,3042000,8431200
201603,102911,614968,1,1.38,"N","LAKE DELTON",43.6,-89.78,4336000,8946800
201603,102911,614969,1,.69,"N","EDGERTON",42.84,-89.07,4250400,894200
201603,102911,619253,1,.5,"NNE","HARTLAND",43.1069,-88.3468,436414,8820808
201603,102913,614977,1,.29,"S","MARYSVILLE",40.2258,-83.3698,4013548,8322188
201603,102913,614978,1,2.59,"SSW","KITSON CORNERS",39.694,-84.5835,3941640,8435010
201603,102913,614978,2,1.49,"SSW","KITSON CORNERS",39.7105,-84.582,3942630,8434920
201603,102913,614979,1,.84,"N","BROOKVILLE RASOR ARP",39.882,-84.4272,3952920,8425632
201603,102913,614979,2,1.22,"WNW","MEYER ARPT",39.9249,-84.4221,3955494,8425326
201603,102913,615413,1,1.85,"E","PITSBURG",39.9773,-84.4653,3958638,8427918
201603,102913,615413,2,1.96,"ENE","PITSBURG",39.9882,-84.4646,3959292,8427876
201603,102913,615433,1,1.32,"SSE","ARCANUM",39.9615,-84.5441,3957690,8432646
201603,102913,615433,2,1.1,"NNE","ARCANUM",39.9939,-84.5397,3959634,8432382
201603,102913,615445,1,.67,"NNW","POTSDAM",39.9782,-84.4268,3958692,8425608
201603,102913,615445,2,1.3,"NNW","POTSDAM",39.9881,-84.427,3959286,8425620
201603,102913,615447,1,.69,"N","HANFORD",39.96,-82.93,3957600,8255800
201603,102927,615062,1,.85,"NE","PORT WASHINGTON",43.39,-87.86,4323400,8751600
201603,102939,615082,1,2.27,"SW","HOUSTON",29.71,-95.4,2942600,9524000
201603,102939,620672,1,1.39,"WNW","PASADENA",29.7102,-95.2199,2942612,9513194
201603,102939,620705,1,1.87,"SW","HOUSTON",29.7077,-95.3876,2942462,9523256
201603,102939,620705,2,2.25,"NNE","PIERCE JCT",29.7007,-95.3871,2942042,9523226
201603,102939,620705,3,1.61,"W","CLINTON PARK",29.7229,-95.3267,2943374,9519602
201603,102939,620705,4,1.85,"E","HOUSTON",29.7327,-95.3393,2943962,9520358
201603,102944,617536,1,.82,"NNE","SPRINGFIELD",37.211,-93.2944,3712660,9317664
201603,102944,617536,2,1.04,"NE","SPRINGFIELD",37.2113,-93.2876,3712678,9317256
201603,102944,617536,3,1.36,"NE","SPRINGFIELD",37.2122,-93.2806,3712732,9316836
201603,102944,617536,4,1.69,"NE","SPRINGFIELD",37.2142,-93.2749,3712852,9316494
201603,102944,617536,5,1.71,"NE","SPRINGFIELD",37.2148,-93.275,3712888,9316500
201603,102944,617536,6,.95,"NNE","SPRINGFIELD",37.2124,-93.2926,3712744,9317556
201603,102944,617549,1,1.5,"NE","SPRINGFIELD",37.2172,-93.2833,3713032,9316998
201603,102944,617549,2,1.67,"NE","SPRINGFIELD",37.2188,-93.2811,3713128,9316866
201603,102944,617549,3,1.75,"NE","SPRINGFIELD",37.2196,-93.2799,3713176,9316794
201603,102944,617549,4,1.48,"NE","SPRINGFIELD",37.2168,-93.2832,3713008,9316992
201603,102944,617551,1,3.3,"E","BROOKLINE",37.17,-93.37,3710200,9322200
201603,102944,617551,2,3.22,"S","NICHOLS",37.1735,-93.3708,3710410,9322248
201603,102944,617551,3,3.2,"S","NICHOLS",37.1737,-93.3695,3710422,9322170
201605,104007,622173,1,3.86,"E","NORTH FORK",38.0086,-81.8999,38516,8153994
201605,104007,622173,2,3.42,"NW","HEWETT",37.9853,-81.8941,3759118,8153646
201605,104007,622173,3,.76,"NE","RAMAGE",37.9885,-81.8213,3759310,8149278
201605,104007,622173,4,.73,"ENE","GREENVIEW",38.005,-81.8082,38300,8148492
201605,104007,622174,1,2,"ENE","FRY",38.0299,-82.0455,381794,822730
201605,104007,622174,2,1.19,"NE","GRIFFITHSVILLE",38.2396,-81.9619,3814376,8157714
201605,104007,622174,3,1.35,"SSE","SWEETLAND",38.2531,-82.0175,3815186,821050
201605,104007,622174,4,1.87,"SSW","ATENVILLE",38.0259,-82.1657,381554,829942
201605,104007,622174,5,2.29,"SW","FRY",37.9977,-82.1113,3759862,826678
201605,104007,622175,1,1.31,"ENE","BANCO",38.0067,-81.9974,38402,8159844
201605,104007,622175,2,3.06,"NNW","LAKE",37.9711,-81.9211,3758266,8155266
201605,104007,622175,3,.14,"SSE","ARACOMA",37.8483,-81.9989,3750898,8159934
201605,104007,622175,4,3.07,"NW","WHIRLWIND",37.959,-82.1728,3757540,8210368
201605,104007,622175,5,3.34,"N","WHIRLWIND",37.9782,-82.134,3758692,828040
201605,104007,622176,1,1.85,"NE","BANCO",38.0181,-81.9951,381086,8159706
201605,104007,622176,2,2.14,"ENE","BANCO",38.0164,-81.9866,38984,8159196
201605,104007,622176,3,.51,"NE","BANCO",38.006,-82.0147,38360,82882
201605,104007,622176,4,.65,"NNE","BANCO",38.0091,-82.017,38546,821020
201605,104007,622176,5,.95,"NNE","BANCO",38.012,-82.0117,38720,82702
201605,104007,622177,1,1.39,"SSE","SELWYN",37.8508,-82.372,3751048,8222320
201605,104007,622177,2,1.22,"SE","SELWYN",37.8554,-82.3675,3751324,8222050
201605,104007,622177,3,2.24,"SE","SELWYN",37.8497,-82.348,3750982,8220880
201605,104007,622177,4,2.55,"SE","SELWYN",37.8417,-82.35,3750502,8221000
201605,104007,622177,5,2.03,"SSE","SELWYN",37.8439,-82.3631,3750634,8221786
201605,104007,622190,1,.58,"W","ELMWOOD",38.2199,-82.4407,3813194,8226442
201605,104007,622191,1,2.14,"NNW","ELLEN",38.61,-82.11,3836600,826600
201603,102944,617551,4,3.34,"E","BROOKLINE",37.1686,-93.3693,3710116,9322158
201603,102944,617551,5,3.14,"E","BROOKLINE",37.1658,-93.3732,379948,9322392
201603,102944,617551,6,3.09,"E","BROOKLINE",37.1664,-93.3741,379984,9322446
201603,102944,617552,1,2.96,"W","WILDWOOD ESTATES",37.115,-93.3034,376900,9318204
201603,102944,617553,1,2.58,"E","BATTLEFIELD",37.1239,-93.3335,377434,9320010
201603,102944,617554,1,1.1,"W","LANGSTON",37.18,-93.25,3710800,9315000
201603,102944,617555,1,.55,"W","SGF DOWNTOWN ARPT",37.22,-93.24,3713200,9314400
201603,102960,615191,1,.69,"S","BLANCHARD",35.13,-97.66,357800,9739600
201603,102960,615192,1,3.66,"ENE","MIDDLEBERG",35.13,-97.68,357800,9740800
201603,102960,615193,1,0,"N","DIBBLE",35.03,-97.63,351800,9737800
201603,102960,615194,1,4.73,"ENE","WASHINGTON",35.08,-97.4,354800,9724000
201603,102960,615195,1,0,"N","PURCELL",35.01,-97.37,35600,9722200
201603,102960,615196,1,7.68,"N","VANOSS",34.87,-96.89,3452200,9653400
201603,102960,615197,1,5.71,"W","BYNG",34.85,-96.77,3451000,9646200
201603,102960,615198,1,2.19,"NE","ADA",34.79,-96.65,3447400,9639000
201603,102960,615199,1,6.22,"S","STUART",34.81,-96.1,3448600,966000
201603,102961,617879,1,0,"N","KENEFIC",34.15,-96.36,349000,9621600
201603,102962,616535,1,0,"N","STONEWALL",34.65,-96.53,3439000,9631800
201603,102963,616536,1,0,"N","THACKERVILLE",33.79,-97.14,3347400,978400
201603,102964,616537,1,1.38,"S","DIBBLE",35.01,-97.63,35600,9737800
201603,102964,616538,1,2.99,"SSW","WAYNE",34.88,-97.34,3452800,9720400
201607,105647,633795,1,15.99,"SSW","LAS ANIMAS",37.8446,-103.2866,3750676,10317196
201607,105647,633795,2,15.41,"SSE","LAS ANIMAS",37.8533,-103.1534,3751198,1039204
201607,105647,633795,3,28.5,"SSE","LAS ANIMAS",37.6654,-103.1177,3739924,1037062
201607,105647,633795,4,27.48,"S","LAS ANIMAS",37.6753,-103.2825,3740518,10316950
201607,105648,633796,1,1.84,"SE","PONCE INLET",29.08,-80.91,294800,8054600
201607,105648,633797,1,18.19,"N","PLAYALINDA BEACH",28.812,-80.75,2848720,8045000
201607,105650,633802,1,14,"NNE","PLAYALINDA BEACH",28.74,-80.7,2844400,8042000
201607,105650,633804,1,6.97,"NE","CAPE CANAVERAL",28.46,-80.53,2827600,8031800
201607,105655,634052,1,2,"SW","LOUISA",38.1021,-82.6289,386126,8237734
201607,105655,634052,2,1.25,"SE","LOUISA",38.1061,-82.5853,386366,8235118
201607,105656,633879,1,1.23,"NNE","PENNSBORO",39.2962,-80.9603,3917772,8057618
201607,105656,633879,2,.75,"NNW","BEREA",39.1796,-80.9267,3910776,8055602
201607,105656,633879,3,1.9,"WSW","PETROLEUM",39.1673,-81.3016,3910038,8118096
201607,105656,633879,4,1.19,"NNW","OIL SPG",39.2365,-81.2865,3914190,8117190
201607,105656,634053,1,.93,"WNW","PADDLE CREEK",38.1061,-82.5853,386366,8235118
201607,105656,634053,2,.8,"NW","PADDLE CREEK",38.1076,-82.5812,386456,8234872
201607,105656,634054,1,.35,"NE","YAWKEY",38.2239,-81.966,3813434,8157960
201607,105656,634054,2,.55,"NE","YAWKEY",38.225,-81.962,3813500,8157720
201607,105656,634055,1,2.04,"ESE","KINCHELOE",39.1442,-80.4627,398652,8027762
201607,105656,634055,2,1.01,"NNE","MC WHORTER",39.1342,-80.3755,398052,8022530
201607,105656,634113,1,2.73,"S","SOUTH CHARLESTON",38.291,-81.642,3817460,8138520
201607,105656,634113,2,1.32,"SSW","SOUTH PARK",38.303,-81.611,3818180,8136660
201607,105656,637036,1,2.17,"E","ALUMVILLE",38.28,-81.71,3816800,8142600
201607,105656,637039,1,.88,"SW","PORT AMHERST",38.31,-81.56,3818600,8133600
201607,105656,637042,1,2.62,"NE","MORRISTOWN",39.08,-81.45,394800,8127000
201607,105656,637044,1,1.07,"W","NEW MILTON",39.23,-80.7,3913800,8042000
201607,105656,637045,1,1.1,"W","KEYSTONE",37.42,-81.47,3725200,8128200
201607,105656,637046,1,2.12,"NW","MC WHORTER",39.14,-80.41,398400,8024600
201603,102867,614902,2,.93,"NNE","BRIDGEPORT",39.293,-80.2456,3917580,8014736
201603,102867,614902,3,.76,"NE","QUIET DELL",39.2381,-80.2905,3914286,8017430
201603,102867,614902,4,.12,"SW","RIDER",39.1689,-80.3719,3910134,8022314
201603,102867,614902,5,1,"NE","BENSON",39.1802,-80.5368,3910812,8032208
201603,102867,614902,6,1.2,"SW","EAST SALEM",39.27,-80.5483,3916200,8032898
201603,102896,614926,1,0,"N","STAFFORDSVILLE",37.83,-82.83,3749800,8249800
201603,102896,614926,2,.77,"N","NERO",37.761,-82.7519,3745660,8245114
201603,102896,614928,1,0,"N","LANCER",37.67,-82.73,3740200,8243800
201603,102896,614930,1,0,"N","MOUTHCARD",37.38,-82.25,3722800,8215000
201603,102899,614939,1,2,"E","CLOVIS",34.41,-103.1649,3424600,1039894
201603,102900,614942,1,0,"N","STARLIGHT",38.42,-85.9,3825200,8554000
201603,102900,614943,1,3,"NE","CHARLESTOWN",38.48,-85.63,3828800,8537800
201603,102900,614944,1,.69,"N","SOLON",38.51,-85.53,3830600,8531800
201603,102900,614945,1,0,"N","VESTA",38.48,-85.55,3828800,8533000
201603,102906,616871,1,1.38,"ESE","SPRING CREEK",30.07,-84.3,304200,8418000
201603,102906,616873,1,9.1,"SE","PANAMA CITY BEACH",30.1341,-85.7154,308046,8542924
201603,102906,616875,1,13.35,"NW","MEXICO BEACH",30.0696,-85.5754,304176,8534524
201603,102906,616876,1,8.93,"NW","MARKER 24 BARGE",29.9339,-84.2625,2956034,8415750
201603,102906,616877,1,8.17,"SSE","PANACEA",29.92,-84.33,2955200,8419800
201603,102906,616878,1,6.82,"SSE","APALACHICOLA",29.6267,-84.943,2937602,8456580
201603,102907,619510,1,0,"N","OZARK",31.44,-85.64,3126400,8538400
201603,102908,619564,1,2.16,"SSW","ALPINE HEIGHTS",30.71,-86.21,3042600,8612600
201603,102908,619565,1,2.16,"NNE","PLEASANT GROVE",30.85,-86.05,3051000,863000
